"","HarvestDate","Cover","Crop","WaterTreat","NitroTreat","Block","radn","RadInt","RadIntSum"
"1743",2013-01-16,0.862216755135019,"Maize","Irrigated","Median N","3",8.6,7.41506409416116,669.789921752542
"1744",2013-01-16,0.89304879265956,"Maize","Irrigated","High N","3",8.6,7.68021961687222,717.643804128872
"1745",2013-01-16,0.708855310847063,"Maize","Dryland","High N","3",8.6,6.09615567328474,590.871555527253
"1746",2013-01-16,0.852655158242452,"Maize","Irrigated","Median N","4",8.6,7.33283436088509,656.218250299454
"1747",2013-01-16,0.606207149303465,"Maize","Dryland","Median N","1",8.6,5.2133814840098,518.506246501385
"1748",2013-01-16,0.669412126696218,"Maize","Dryland","Low N","4",8.6,5.75694428958747,534.114250468618
"1749",2013-01-16,0.869578010387815,"Maize","Irrigated","High N","2",8.6,7.47837088933521,698.14982793543
"1750",2013-01-16,0.628852636256168,"Maize","Dryland","High N","2",8.6,5.40813267180305,539.265124787668
"1751",2013-01-16,0.770195147560566,"Maize","Dryland","Median N","4",8.6,6.62367826902087,640.951581421645
"1752",2013-01-16,0.880546548514088,"Maize","Irrigated","High N","4",8.6,7.57270031722116,685.581228563858
"1753",2013-01-17,0.731189966836769,"Maize","Dryland","Low N","3",21.7,15.8668222803579,603.50792697502
"1754",2013-01-17,0.570131504264423,"Maize","Dryland","Low N","2",21.7,12.371853642538,491.806081320684
"1755",2013-01-17,0.613357291541592,"Maize","Dryland","Median N","2",21.7,13.3098532264525,565.671540410483
"1756",2013-01-17,0.797499313998373,"Maize","Dryland","High N","4",21.7,17.3057351137647,662.003674189505
"1757",2013-01-17,0.8664195545587,"Maize","Irrigated","Median N","4",21.7,18.8013043339238,675.019554633378
"1758",2013-01-17,0.833511454730449,"Maize","Irrigated","Low N","3",21.7,18.0871985676507,656.26228456929
"1759",2013-01-17,0.906314419660063,"Maize","Irrigated","High N","3",21.7,19.6670229066234,737.310827035496
"1760",2013-01-17,0.726662491173159,"Maize","Dryland","Median N","3",21.7,15.7685760584575,616.141953472882
"1761",2013-01-17,0.87589662785174,"Maize","Irrigated","Median N","3",21.7,19.0069568243828,688.796878576925
"1762",2013-01-17,0.64786676046177,"Maize","Dryland","Low N","1",21.7,14.0587087020204,575.801094140029
"1763",2013-01-17,0.718552317790939,"Maize","Dryland","High N","3",21.7,15.5925852960634,606.464140823316
"1764",2013-01-17,0.679305526693188,"Maize","Dryland","Low N","4",21.7,14.7409299292422,548.85518039786
"1765",2013-01-17,0.652571409504305,"Maize","Dryland","High N","1",21.7,14.1607995862434,539.338255248589
"1766",2013-01-17,0.613951038548586,"Maize","Dryland","Median N","1",21.7,13.3227375365043,531.82898403789
"1767",2013-01-17,0.780585478600091,"Maize","Dryland","Median N","4",21.7,16.938704885622,657.890286307266
"1768",2013-01-17,0.857217175858489,"Maize","Irrigated","Low N","1",21.7,18.6016127161292,697.8788032452
"1769",2013-01-17,0.825054181671456,"Maize","Irrigated","High N","1",21.7,17.9036757422706,653.385556135705
"1770",2013-01-17,0.898453477049407,"Maize","Irrigated","Median N","1",21.7,19.4964404519721,719.784696453788
"1771",2013-01-17,0.894392723349537,"Maize","Irrigated","High N","4",21.7,19.408322096685,704.989550660543
"1772",2013-01-17,0.882538380818703,"Maize","Irrigated","High N","2",21.7,19.1510828637659,717.300910799196
"1773",2013-01-17,0.822091542995009,"Maize","Irrigated","Low N","4",21.7,17.8393864829917,641.678271964227
"1774",2013-01-17,0.860936948067979,"Maize","Irrigated","Median N","2",21.7,18.6823317730751,680.739598847139
"1775",2013-01-17,0.636973642987724,"Maize","Dryland","High N","2",21.7,13.8223280528336,553.087452840502
"1776",2013-01-17,0.840688144712634,"Maize","Irrigated","Low N","2",21.7,18.2429327402642,683.168577518508
"1777",2013-01-18,0.577341686083374,"Maize","Dryland","Low N","2",8.6,4.96513850031702,496.771219821001
"1778",2013-01-18,0.919580046660565,"Maize","Irrigated","High N","3",8.6,7.90838840128086,745.219215436777
"1779",2013-01-18,0.736095826752519,"Maize","Dryland","Median N","3",8.6,6.33042411007166,622.472377582954
"1780",2013-01-18,0.808749543922491,"Maize","Dryland","High N","4",8.6,6.95524607773342,668.958920267239
"1781",2013-01-18,0.728249324734815,"Maize","Dryland","High N","3",8.6,6.26294419271941,612.727085016036
"1782",2013-01-18,0.835294882733786,"Maize","Irrigated","Low N","4",8.6,7.18353599151056,648.861807955738
"1783",2013-01-18,0.86975287826337,"Maize","Irrigated","Low N","1",8.6,7.47987475306498,705.358677998265
"1784",2013-01-18,0.61975883169617,"Maize","Dryland","Median N","2",8.6,5.32992595258706,571.00146636307
"1785",2013-01-18,0.908238898184985,"Maize","Irrigated","High N","4",8.6,7.81085452439087,712.800405184933
"1786",2013-01-18,0.911918477245193,"Maize","Irrigated","Median N","1",8.6,7.84249890430866,727.627195358097
"1787",2013-01-18,0.880183950874949,"Maize","Irrigated","Median N","4",8.6,7.56958197752456,682.589136610903
"1788",2013-01-18,0.874265706258559,"Maize","Irrigated","Median N","2",8.6,7.51868507382361,688.258283920962
"1789",2013-01-18,0.741676358011177,"Maize","Dryland","Low N","3",8.6,6.37841667889612,609.886343653916
"1790",2013-01-18,0.655384558709157,"Maize","Dryland","Low N","1",8.6,5.63630720489875,581.437401344928
"1791",2013-01-18,0.689198926690159,"Maize","Dryland","Low N","4",8.6,5.92711076953537,554.782291167395
"1792",2013-01-18,0.66145423821167,"Maize","Dryland","High N","1",8.6,5.68850644862036,545.02676169721
"1793",2013-01-18,0.846535513405898,"Maize","Irrigated","Low N","3",8.6,7.28020541529072,663.54248998458
"1794",2013-01-18,0.790975809639615,"Maize","Dryland","Median N","4",8.6,6.80239196290069,664.692678270167
"1795",2013-01-18,0.621694927793707,"Maize","Dryland","Median N","1",8.6,5.34657637902588,537.175560416916
"1796",2013-01-18,0.895498751249591,"Maize","Irrigated","High N","2",8.6,7.70128926074648,725.002200059943
"1797",2013-01-18,0.8380300186249,"Maize","Irrigated","High N","1",8.6,7.20705816017414,660.592614295879
"1798",2013-01-18,0.85309681692388,"Maize","Irrigated","Low N","2",8.6,7.33663262554537,690.505210144054
"1799",2013-01-18,0.64509464971928,"Maize","Dryland","High N","2",8.6,5.54781398758581,558.635266828088
"1800",2013-01-18,0.88957650056846,"Maize","Irrigated","Median N","3",8.6,7.65035790488876,696.447236481814
"1801",2013-01-19,0.737362334207683,"Maize","Dryland","Median N","3",32.4,23.8905396283289,646.362917211283
"1802",2013-01-19,0.92630726585254,"Maize","Irrigated","High N","3",32.4,30.0123554136223,775.231570850399
"1803",2013-01-19,0.74742019866726,"Maize","Dryland","Low N","3",32.4,24.2164144368192,634.102758090736
"1804",2013-01-19,0.623585209256572,"Maize","Dryland","Median N","1",32.4,20.2041607799129,557.379721196829
"1805",2013-01-19,0.732105026640643,"Maize","Dryland","High N","3",32.4,23.7202028631568,636.447287879192
"1806",2013-01-19,0.662591752101199,"Maize","Dryland","High N","1",32.4,21.4679727680788,566.494734465289
"1807",2013-01-19,0.692145689177946,"Maize","Dryland","Low N","4",32.4,22.4255203293655,577.207811496761
"1808",2013-01-19,0.813801995111561,"Maize","Dryland","High N","4",32.4,26.3671846416146,695.326104908853
"1809",2013-01-19,0.793320312435215,"Maize","Dryland","Median N","4",32.4,25.703578122901,690.396256393068
"1810",2013-01-19,0.876017980140885,"Maize","Irrigated","Low N","1",32.4,28.3829825565647,733.74166055483
"1811",2013-01-19,0.843488880511374,"Maize","Irrigated","Low N","4",32.4,27.3290397285685,676.190847684306
"1812",2013-01-19,0.914531865819748,"Maize","Irrigated","High N","4",32.4,29.6308324525598,742.431237637493
"1813",2013-01-19,0.918989305385878,"Maize","Irrigated","Median N","1",32.4,29.7752534945024,757.402448852599
"1814",2013-01-19,0.90203569693065,"Maize","Irrigated","High N","2",32.4,29.2259565805531,754.228156640496
"1815",2013-01-19,0.887658966682833,"Maize","Irrigated","Median N","4",32.4,28.7601505205238,711.349287131426
"1816",2013-01-19,0.578838328088043,"Maize","Dryland","Low N","2",32.4,18.7543618300526,515.525581651054
"1817",2013-01-19,0.859804928390865,"Maize","Irrigated","Low N","2",32.4,27.857679679864,718.362889823918
"1818",2013-01-19,0.648767171918907,"Maize","Dryland","High N","2",32.4,21.0200563701726,579.65532319826
"1819",2013-01-19,0.619908814228474,"Maize","Dryland","Median N","2",32.4,20.0850455810026,591.086511944073
"1820",2013-01-19,0.656290446568684,"Maize","Dryland","Low N","1",32.4,21.2638104688254,602.701211813753
"1821",2013-01-19,0.847142850791201,"Maize","Irrigated","High N","1",32.4,27.4474283656349,688.040042661514
"1822",2013-01-19,0.853158241100953,"Maize","Irrigated","Low N","3",32.4,27.6423270116709,691.184816996251
"1823",2013-01-19,0.8968160453486,"Maize","Irrigated","Median N","3",32.4,29.0568398692946,725.504076351109
"1824",2013-01-19,0.881571118861897,"Maize","Irrigated","Median N","2",32.4,28.5629042511255,716.821188172088
"1825",2013-01-20,0.663729265990728,"Maize","Dryland","High N","1",28.6,18.9826570073348,585.477391472623
"1826",2013-01-20,0.882283082018401,"Maize","Irrigated","Low N","1",28.6,25.2332961457263,758.974956700556
"1827",2013-01-20,0.933034485044514,"Maize","Irrigated","High N","3",28.6,26.6847862722731,801.916357122672
"1828",2013-01-20,0.73596072854647,"Maize","Dryland","High N","3",28.6,21.048476836429,657.495764715621
"1829",2013-01-20,0.926060133526563,"Maize","Irrigated","Median N","1",28.6,26.4853198188597,783.887768671459
"1830",2013-01-20,0.851682878288963,"Maize","Irrigated","Low N","4",28.6,24.3581303190643,700.548978003371
"1831",2013-01-20,0.657196334428211,"Maize","Dryland","Low N","1",28.6,18.7958151646468,621.4970269784
"1832",2013-01-20,0.908572642611708,"Maize","Irrigated","High N","2",28.6,25.9851775786948,780.213334219191
"1833",2013-01-20,0.652439694118533,"Maize","Dryland","High N","2",28.6,18.65977525179,598.315098450051
"1834",2013-01-20,0.580334970092711,"Maize","Dryland","Low N","2",28.6,16.5975801446515,532.123161795705
"1835",2013-01-20,0.620058796760778,"Maize","Dryland","Median N","2",28.6,17.7336815873583,608.820193531431
"1836",2013-01-20,0.795664815230814,"Maize","Dryland","Median N","4",28.6,22.7560137156013,713.152270108669
"1837",2013-01-20,0.859780968796008,"Maize","Irrigated","Low N","3",28.6,24.5897357075658,715.774552703817
"1838",2013-01-20,0.818854446300631,"Maize","Dryland","High N","4",28.6,23.419237164198,718.745342073051
"1839",2013-01-20,0.856255682957503,"Maize","Irrigated","High N","1",28.6,24.4889125325846,712.528955194099
"1840",2013-01-20,0.920824833454511,"Maize","Irrigated","High N","4",28.6,26.335590236799,768.766827874292
"1841",2013-01-20,0.895133982490718,"Maize","Irrigated","Median N","4",28.6,25.6008318992345,736.950119030661
"1842",2013-01-20,0.753164039323343,"Maize","Dryland","Low N","3",28.6,21.5404915246476,655.643249615383
"1843",2013-01-20,0.904055590128741,"Maize","Irrigated","Median N","3",28.6,25.855989877682,751.360066228791
"1844",2013-01-20,0.738628841662847,"Maize","Dryland","Median N","3",28.6,21.1247848715574,667.48770208284
"1845",2013-01-20,0.86651303985785,"Maize","Irrigated","Low N","2",28.6,24.7822729399345,743.145162763852
"1846",2013-01-20,0.625475490719438,"Maize","Dryland","Median N","1",28.6,17.8885990345759,575.268320231404
"1847",2013-01-20,0.695092451665733,"Maize","Dryland","Low N","4",28.6,19.87964411764,597.087455614401
"1848",2013-01-20,0.888876531465234,"Maize","Irrigated","Median N","2",28.6,25.4218687999057,742.243056971994
"1849",2013-01-21,0.65611221631816,"Maize","Dryland","High N","2",33,21.6517031384993,619.96680158855
"1850",2013-01-21,0.758907879979426,"Maize","Dryland","Low N","3",33,25.0439600393211,680.687209654704
"1851",2013-01-21,0.8239068974897,"Maize","Dryland","High N","4",33,27.1889276171601,745.934269690211
"1852",2013-01-21,0.859876876066551,"Maize","Irrigated","Low N","4",33,28.3759369101962,728.924914913567
"1853",2013-01-21,0.798009318026414,"Maize","Dryland","Median N","4",33,26.3343074948717,739.486577603541
"1854",2013-01-21,0.933130961667249,"Maize","Irrigated","Median N","1",33,30.7933217350192,814.681090406478
"1855",2013-01-21,0.915109588292767,"Maize","Irrigated","High N","2",33,30.1986164136613,810.411950632852
"1856",2013-01-21,0.911295134908881,"Maize","Irrigated","Median N","3",33,30.0727394519931,781.432805680784
"1857",2013-01-21,0.739895349118011,"Maize","Dryland","Median N","3",33,24.4165465208944,691.904248603734
"1858",2013-01-21,0.658102222287738,"Maize","Dryland","Low N","1",33,21.7173733354954,643.214400313895
"1859",2013-01-21,0.902608998298602,"Maize","Irrigated","Median N","4",33,29.7860969438539,766.736215974515
"1860",2013-01-21,0.58183161209738,"Maize","Dryland","Low N","2",33,19.2004431992135,551.323604994919
"1861",2013-01-21,0.896181944068572,"Maize","Irrigated","Median N","2",33,29.5740041542629,771.817061126256
"1862",2013-01-21,0.739816430452298,"Maize","Dryland","High N","3",33,24.4139422049258,681.909706920547
"1863",2013-01-21,0.664866779880257,"Maize","Dryland","High N","1",33,21.9406037360485,607.417995208672
"1864",2013-01-21,0.620208779293082,"Maize","Dryland","Median N","2",33,20.4668897166717,629.287083248102
"1865",2013-01-21,0.888548183895916,"Maize","Irrigated","Low N","1",33,29.3220900685652,788.297046769121
"1866",2013-01-21,0.627365772182304,"Maize","Dryland","Median N","1",33,20.703070482016,595.97139071342
"1867",2013-01-21,0.865368515123804,"Maize","Irrigated","High N","1",33,28.5571609990855,741.086116193184
"1868",2013-01-21,0.866403696491063,"Maize","Irrigated","Low N","3",33,28.5913219842051,744.365874688022
"1869",2013-01-21,0.873221151324835,"Maize","Irrigated","Low N","2",33,28.8162979937196,771.961460757572
"1870",2013-01-21,0.939761704236489,"Maize","Irrigated","High N","3",33,31.0121362398041,832.928493362476
"1871",2013-01-21,0.927117801089274,"Maize","Irrigated","High N","4",33,30.594887435946,799.361715310238
"1872",2013-01-21,0.698039214153519,"Maize","Dryland","Low N","4",33,23.0352940670661,620.122749681467
"1873",2013-01-22,0.910084014106486,"Maize","Irrigated","Median N","4",24.3,22.1150415427876,788.851257517302
"1874",2013-01-22,0.764651720635509,"Maize","Dryland","Low N","3",24.3,18.5810368114429,699.268246466147
"1875",2013-01-22,0.946488923428463,"Maize","Irrigated","High N","3",24.3,22.9996808393117,855.928174201788
"1876",2013-01-22,0.659008110147265,"Maize","Dryland","Low N","1",24.3,16.0138970765785,659.228297390474
"1877",2013-01-22,0.666004293769786,"Maize","Dryland","High N","1",24.3,16.1839043386058,623.601899547278
"1878",2013-01-22,0.620358761825386,"Maize","Dryland","Median N","2",24.3,15.0747179123569,644.361801160459
"1879",2013-01-22,0.82895934867877,"Maize","Dryland","High N","4",24.3,20.1437121728941,766.077981863106
"1880",2013-01-22,0.868070873844139,"Maize","Irrigated","Low N","4",24.3,21.0941222344126,750.019037147979
"1881",2013-01-22,0.894813285773431,"Maize","Irrigated","Low N","1",24.3,21.7439628442944,810.041009613416
"1882",2013-01-22,0.873026424186118,"Maize","Irrigated","Low N","3",24.3,21.2145421077227,765.580416795745
"1883",2013-01-22,0.583328254102048,"Maize","Dryland","Low N","2",24.3,14.1748765746798,565.498481569599
"1884",2013-01-22,0.940201789807934,"Maize","Irrigated","Median N","1",24.3,22.8469034923328,837.527993898811
"1885",2013-01-22,0.921646533973825,"Maize","Irrigated","High N","2",24.3,22.3960107755639,832.807961408416
"1886",2013-01-22,0.918534679689022,"Maize","Irrigated","Median N","3",24.3,22.3203927164432,803.753198397227
"1887",2013-01-22,0.741161856573175,"Maize","Dryland","Median N","3",24.3,18.0102331147282,709.914481718463
"1888",2013-01-22,0.90348735667191,"Maize","Irrigated","Median N","2",24.3,21.9547427671274,793.771803893384
"1889",2013-01-22,0.743672132358125,"Maize","Dryland","High N","3",24.3,18.0712328163024,699.98093973685
"1890",2013-01-22,0.700985976641306,"Maize","Dryland","Low N","4",24.3,17.0339592323837,637.156708913851
"1891",2013-01-22,0.800353820822014,"Maize","Dryland","Median N","4",24.3,19.4485978459749,758.935175449516
"1892",2013-01-22,0.62925605364517,"Maize","Dryland","Median N","1",24.3,15.2909221035776,611.262312816998
"1893",2013-01-22,0.933410768724037,"Maize","Irrigated","High N","4",24.3,22.6818816799941,822.043596990232
"1894",2013-01-22,0.87992926279182,"Maize","Irrigated","Low N","2",24.3,21.3822810858412,793.343741843413
"1895",2013-01-22,0.659784738517787,"Maize","Dryland","High N","2",24.3,16.0327691459822,635.999570734532
"1896",2013-01-22,0.874481347290105,"Maize","Irrigated","High N","1",24.3,21.2498967391496,762.336012932334
"1897",2013-01-23,0.770395561291592,"Maize","Dryland","Low N","3",32,24.6526579613309,723.920904427478
"1898",2013-01-23,0.917559029914371,"Maize","Irrigated","Median N","4",32,29.3618889572599,818.213146474562
"1899",2013-01-23,0.901078387650947,"Maize","Irrigated","Low N","1",32,28.8345084048303,838.875518018246
"1900",2013-01-23,0.62050874435769,"Maize","Dryland","Median N","2",32,19.8562798194461,664.218080979905
"1901",2013-01-23,0.953216142620438,"Maize","Irrigated","High N","3",32,30.502916563854,886.431090765642
"1902",2013-01-23,0.879649151881172,"Maize","Irrigated","Low N","3",32,28.1487728601975,793.729189655942
"1903",2013-01-23,0.925774224469162,"Maize","Irrigated","Median N","3",32,29.6247751830132,833.37797358024
"1904",2013-01-23,0.663457260717414,"Maize","Dryland","High N","2",32,21.2306323429572,657.230203077489
"1905",2013-01-23,0.747527834263953,"Maize","Dryland","High N","3",32,23.9208906964465,723.901830433296
"1906",2013-01-23,0.667141807659315,"Maize","Dryland","High N","1",32,21.3485378450981,644.950437392376
"1907",2013-01-23,0.947272617948619,"Maize","Irrigated","Median N","1",32,30.3127237743558,867.840717673167
"1908",2013-01-23,0.876264871621728,"Maize","Irrigated","Low N","4",32,28.0404758918953,778.059513039875
"1909",2013-01-23,0.631146335108036,"Maize","Dryland","Median N","1",32,20.1966827234572,631.458995540455
"1910",2013-01-23,0.83401179986784,"Maize","Dryland","High N","4",32,26.6883775957709,792.766359458876
"1911",2013-01-23,0.584824896106717,"Maize","Dryland","Low N","2",32,18.7143966754149,584.212878245014
"1912",2013-01-23,0.928183479654884,"Maize","Irrigated","High N","2",32,29.7018713489563,862.509832757372
"1913",2013-01-23,0.886637374258805,"Maize","Irrigated","Low N","2",32,28.3723959762818,821.716137819695
"1914",2013-01-23,0.910792769275248,"Maize","Irrigated","Median N","2",32,29.1453686168079,822.917172510192
"1915",2013-01-23,0.742428364028339,"Maize","Dryland","Median N","3",32,23.7577076489068,733.672189367369
"1916",2013-01-23,0.9397037363588,"Maize","Irrigated","High N","4",32,30.0705195634816,852.114116553714
"1917",2013-01-23,0.883594179456406,"Maize","Irrigated","High N","1",32,28.275013742605,790.611026674939
"1918",2013-01-23,0.703932739129093,"Maize","Dryland","Low N","4",32,22.525847652131,659.682556565982
"1919",2013-01-23,0.659913998006792,"Maize","Dryland","Low N","1",32,21.1172479362173,680.345545326691
"1920",2013-01-23,0.802698323617613,"Maize","Dryland","Median N","4",32,25.6863463557636,784.62152180528
"1921",2013-01-24,0.839064251056909,"Maize","Dryland","High N","4",32,26.8500560338211,819.616415492698
"1922",2013-01-24,0.884458869399316,"Maize","Irrigated","Low N","4",32,28.3026838207781,806.362196860653
"1923",2013-01-24,0.907343489528462,"Maize","Irrigated","Low N","1",32,29.0349916649108,867.910509683157
"1924",2013-01-24,0.776139401947675,"Maize","Dryland","Low N","3",32,24.8364608623256,748.757365289803
"1925",2013-01-24,0.954343446089304,"Maize","Irrigated","Median N","1",32,30.5389902748577,898.379707948025
"1926",2013-01-24,0.633036616570902,"Maize","Dryland","Median N","1",32,20.2571717302689,651.716167270724
"1927",2013-01-24,0.959943361812412,"Maize","Irrigated","High N","3",32,30.7181875779972,917.149278343639
"1928",2013-01-24,0.620658726889994,"Maize","Dryland","Median N","2",32,19.8610792604798,684.079160240385
"1929",2013-01-24,0.586321538111385,"Maize","Dryland","Low N","2",32,18.7622892195643,602.975167464578
"1930",2013-01-24,0.89334548572579,"Maize","Irrigated","Low N","2",32,28.5870555432253,850.30319336292
"1931",2013-01-24,0.75138353616978,"Maize","Dryland","High N","3",32,24.044273157433,747.946103590729
"1932",2013-01-24,0.706879501616879,"Maize","Dryland","Low N","4",32,22.6201440517401,682.302700617722
"1933",2013-01-24,0.925034045722255,"Maize","Irrigated","Median N","4",32,29.6010894631122,847.814235937674
"1934",2013-01-24,0.660819885866319,"Maize","Dryland","Low N","1",32,21.1462363477222,701.491781674413
"1935",2013-01-24,0.805042826413213,"Maize","Dryland","Median N","4",32,25.7613704452228,810.382892250502
"1936",2013-01-24,0.934720425335942,"Maize","Irrigated","High N","2",32,29.9110536107501,892.420886368123
"1937",2013-01-24,0.743694871483503,"Maize","Dryland","Median N","3",32,23.7982358874721,757.470425254842
"1938",2013-01-24,0.945996703993563,"Maize","Irrigated","High N","4",32,30.271894527794,882.386011081508
"1939",2013-01-24,0.892707011622707,"Maize","Irrigated","High N","1",32,28.5666243719266,819.177651046865
"1940",2013-01-24,0.66712978291704,"Maize","Dryland","High N","2",32,21.3481530533453,678.578356130835
"1941",2013-01-24,0.918098181878586,"Maize","Irrigated","Median N","2",32,29.3791418201148,852.296314330307
"1942",2013-01-24,0.933013769249303,"Maize","Irrigated","Median N","3",32,29.8564406159777,863.234414196218
"1943",2013-01-24,0.886271879576227,"Maize","Irrigated","Low N","3",32,28.3607001464393,822.089889802382
"1944",2013-01-24,0.668279321548844,"Maize","Dryland","High N","1",32,21.384938289563,666.335375681939
"1945",2013-01-25,0.952289671628326,"Maize","Irrigated","High N","4",13,12.3797657311682,894.765776812676
"1946",2013-01-25,0.755239238075607,"Maize","Dryland","High N","3",13,9.81811009498289,757.764213685712
"1947",2013-01-25,0.781883242603758,"Maize","Dryland","Low N","3",13,10.1644821538489,758.921847443652
"1948",2013-01-25,0.634926898033768,"Maize","Dryland","Median N","1",13,8.25404967443898,659.970216945163
"1949",2013-01-25,0.807387329208812,"Maize","Dryland","Median N","4",13,10.4960352797146,820.878927530217
"1950",2013-01-25,0.913608591405977,"Maize","Irrigated","Low N","1",13,11.8769116882777,879.787421371435
"1951",2013-01-25,0.744961378938667,"Maize","Dryland","Median N","3",13,9.68449792620267,767.154923181044
"1952",2013-01-25,0.844116702245979,"Maize","Dryland","High N","4",13,10.9735171291977,830.589932621895
"1953",2013-01-25,0.961414274229989,"Maize","Irrigated","Median N","1",13,12.4983855649899,910.878093513015
"1954",2013-01-25,0.966670581004387,"Maize","Irrigated","High N","3",13,12.566717553057,929.715995896696
"1955",2013-01-25,0.709826264104666,"Maize","Dryland","Low N","4",13,9.22774143336066,691.530442051083
"1956",2013-01-25,0.901819843789008,"Maize","Irrigated","High N","1",13,11.7236579692571,830.901309016122
"1957",2013-01-25,0.587818180116053,"Maize","Dryland","Low N","2",13,7.64163634150869,610.616803806087
"1958",2013-01-25,0.900053597192775,"Maize","Irrigated","Low N","2",13,11.7006967635061,862.003890126426
"1959",2013-01-25,0.892652867176904,"Maize","Irrigated","Low N","4",13,11.6044872732998,817.966684133953
"1960",2013-01-25,0.93250906153014,"Maize","Irrigated","Median N","4",13,12.1226177998918,859.936853737566
"1961",2013-01-25,0.620808709422298,"Maize","Dryland","Median N","2",13,8.07051322248988,692.149673462875
"1962",2013-01-25,0.661725773725846,"Maize","Dryland","Low N","1",13,8.602435058436,710.09421673285
"1963",2013-01-25,0.941257371017001,"Maize","Irrigated","High N","2",13,12.236345823221,904.657232191343
"1964",2013-01-25,0.669416835438373,"Maize","Dryland","High N","1",13,8.70241886069885,675.037794542638
"1965",2013-01-25,0.892894607271282,"Maize","Irrigated","Low N","3",13,11.6076298945267,833.697519696908
"1966",2013-01-25,0.925403594481923,"Maize","Irrigated","Median N","2",13,12.030246728265,864.326561058572
"1967",2013-01-25,0.670802305116667,"Maize","Dryland","High N","2",13,8.72042996651667,687.298786097351
"1968",2013-01-25,0.940253314029443,"Maize","Irrigated","Median N","3",13,12.2232930823828,875.457707278601
"1969",2013-01-26,0.971139158023095,"Maize","Irrigated","High N","3",32.1,31.1735669725414,960.889562869237
"1970",2013-01-26,0.784846704930461,"Maize","Dryland","Low N","3",32.1,25.1935792282678,784.11542667192
"1971",2013-01-26,0.587768507500262,"Maize","Dryland","Low N","2",32.1,18.8673690907584,629.484172896845
"1972",2013-01-26,0.945565964799965,"Maize","Irrigated","High N","2",32.1,30.3526674700789,935.009899661422
"1973",2013-01-26,0.71021329042946,"Maize","Dryland","Low N","4",32.1,22.7978466227857,714.328288673868
"1974",2013-01-26,0.618965586356068,"Maize","Dryland","Median N","2",32.1,19.8687953220298,712.018468784905
"1975",2013-01-26,0.743384606255626,"Maize","Dryland","Median N","3",32.1,23.8626458608056,791.01756904185
"1976",2013-01-26,0.807075879552602,"Maize","Dryland","Median N","4",32.1,25.9071357336385,846.786063263856
"1977",2013-01-26,0.898607456717926,"Maize","Irrigated","Low N","4",32.1,28.8452993606454,846.811983494598
"1978",2013-01-26,0.667953816467649,"Maize","Dryland","High N","1",32.1,21.4413175086115,696.479112051249
"1979",2013-01-26,0.908100065997124,"Maize","Irrigated","High N","1",32.1,29.1500121185077,860.05132113463
"1980",2013-01-26,0.904663128516345,"Maize","Irrigated","Low N","2",32.1,29.0396864253747,891.043576551801
"1981",2013-01-26,0.956351804958052,"Maize","Irrigated","High N","4",32.1,30.6988929391535,925.46466975183
"1982",2013-01-26,0.917799117207911,"Maize","Irrigated","Low N","1",32.1,29.4613516623739,909.248773033809
"1983",2013-01-26,0.930406390565107,"Maize","Irrigated","Median N","2",32.1,29.8660451371399,894.192606195712
"1984",2013-01-26,0.660441798518592,"Maize","Dryland","Low N","1",32.1,21.2001817324468,731.294398465296
"1985",2013-01-26,0.94521453814086,"Maize","Irrigated","Median N","3",32.1,30.3413866743216,905.799093952922
"1986",2013-01-26,0.937683918244197,"Maize","Irrigated","Median N","4",32.1,30.0996537756387,890.036507513205
"1987",2013-01-26,0.897313574444874,"Maize","Irrigated","Low N","3",32.1,28.8037657396805,862.501285436589
"1988",2013-01-26,0.845896674608252,"Maize","Dryland","High N","4",32.1,27.1532832549249,857.74321587682
"1989",2013-01-26,0.756597818521206,"Maize","Dryland","High N","3",32.1,24.2867899745307,782.051003660243
"1990",2013-01-26,0.672219829552455,"Maize","Dryland","High N","2",32.1,21.5782565286338,708.877042625985
"1991",2013-01-26,0.634499338822655,"Maize","Dryland","Median N","1",32.1,20.3674287762072,680.33764572137
"1992",2013-01-26,0.965809292688698,"Maize","Irrigated","Median N","1",32.1,31.0024782953072,941.880571808322
"1993",2013-01-27,0.950175762252276,"Maize","Irrigated","Median N","3",31.6,30.0255540871719,935.824648040094
"1994",2013-01-27,0.787810167257165,"Maize","Dryland","Low N","3",31.6,24.8948012853264,809.010227957247
"1995",2013-01-27,0.757956398966804,"Maize","Dryland","High N","3",31.6,23.951422207351,806.002425867594
"1996",2013-01-27,0.666490797496924,"Maize","Dryland","High N","1",31.6,21.0611092009028,717.540221252152
"1997",2013-01-27,0.901732541618466,"Maize","Irrigated","Low N","3",31.6,28.4947483151435,890.996033751732
"1998",2013-01-27,0.904562046258948,"Maize","Irrigated","Low N","4",31.6,28.5841606617828,875.396144156381
"1999",2013-01-27,0.659157823311338,"Maize","Dryland","Low N","1",31.6,20.8293872166383,752.123785681935
"2000",2013-01-27,0.935409186648291,"Maize","Irrigated","Median N","2",31.6,29.558930298086,923.751536493798
"2001",2013-01-27,0.942858774958254,"Maize","Irrigated","Median N","4",31.6,29.7943372886808,919.830844801886
"2002",2013-01-27,0.975607735041804,"Maize","Irrigated","High N","3",31.6,30.829204427321,991.718767296558
"2003",2013-01-27,0.673637353988242,"Maize","Dryland","High N","2",31.6,21.2869403860284,730.163983012013
