"","HarvestDate","Plot","Organ","Block","WaterTreat","NitroTreat","BiomassWeight","NitrogenPerc","NitrogenWeight","Crop"
"321",2013-01-28,"14","Husk","3","Irrigated","Median N",0,NA,NA,"Maize"
"322",2013-01-28,"14","Leaf","3","Irrigated","Median N",2300,1.481,34.063,"Maize"
"323",2013-01-28,"14","Rachis","3","Irrigated","Median N",0,NA,NA,"Maize"
"324",2013-01-28,"14","Stem","3","Irrigated","Median N",7120,0.587,41.7944,"Maize"
"325",2013-01-28,"15","Senesced","3","Irrigated","High N",32,0.918,0.29376,"Maize"
"326",2013-01-28,"15","Grain","3","Irrigated","High N",0,NA,NA,"Maize"
"327",2013-01-28,"15","Husk","3","Irrigated","High N",0,NA,NA,"Maize"
"328",2013-01-28,"15","Leaf","3","Irrigated","High N",3384,2.264,76.61376,"Maize"
"329",2013-01-28,"15","Rachis","3","Irrigated","High N",0,NA,NA,"Maize"
"330",2013-01-28,"15","Stem","3","Irrigated","High N",10580,0.645,68.241,"Maize"
"331",2013-01-28,"16","Senesced","3","Irrigated","Low N",244,0.596,1.45424,"Maize"
"332",2013-01-28,"16","Grain","3","Irrigated","Low N",0,NA,NA,"Maize"
"333",2013-01-28,"16","Husk","3","Irrigated","Low N",0,NA,NA,"Maize"
"334",2013-01-28,"16","Leaf","3","Irrigated","Low N",2180,1.383,30.1494,"Maize"
"335",2013-01-28,"16","Rachis","3","Irrigated","Low N",0,NA,NA,"Maize"
"336",2013-01-28,"16","Stem","3","Irrigated","Low N",6204,0.552,34.24608,"Maize"
"337",2013-01-28,"17","Senesced","3","Dryland","High N",512,0.565,2.8928,"Maize"
"338",2013-01-28,"17","Grain","3","Dryland","High N",0,NA,NA,"Maize"
"339",2013-01-28,"17","Husk","3","Dryland","High N",0,NA,NA,"Maize"
"340",2013-01-28,"17","Leaf","3","Dryland","High N",2124,1.141,24.23484,"Maize"
"341",2013-01-28,"17","Rachis","3","Dryland","High N",0,NA,NA,"Maize"
"342",2013-01-28,"17","Stem","3","Dryland","High N",6064,0.665,40.3256,"Maize"
"343",2013-01-28,"18","Senesced","3","Dryland","Median N",404,0.537,2.16948,"Maize"
"344",2013-01-28,"18","Grain","3","Dryland","Median N",0,NA,NA,"Maize"
"345",2013-01-28,"18","Husk","3","Dryland","Median N",0,NA,NA,"Maize"
"346",2013-01-28,"18","Leaf","3","Dryland","Median N",1748,1.174,20.52152,"Maize"
"347",2013-01-28,"18","Rachis","3","Dryland","Median N",0,NA,NA,"Maize"
"348",2013-01-28,"18","Stem","3","Dryland","Median N",4560,0.702,32.0112,"Maize"
"349",2013-01-28,"19","Senesced","4","Dryland","High N",468,0.604,2.82672,"Maize"
"350",2013-01-28,"19","Grain","4","Dryland","High N",0,NA,NA,"Maize"
"351",2013-01-28,"19","Husk","4","Dryland","High N",0,NA,NA,"Maize"
"352",2013-01-28,"19","Leaf","4","Dryland","High N",2300,1.334,30.682,"Maize"
"353",2013-01-28,"19","Rachis","4","Dryland","High N",0,NA,NA,"Maize"
"354",2013-01-28,"19","Stem","4","Dryland","High N",6140,0.723,44.3922,"Maize"
"355",2013-01-28,"2","Senesced","1","Irrigated","Low N",204,2.276,4.64304,"Maize"
"356",2013-01-28,"2","Grain","1","Irrigated","Low N",0,NA,NA,"Maize"
"357",2013-01-28,"2","Husk","1","Irrigated","Low N",0,NA,NA,"Maize"
"358",2013-01-28,"2","Leaf","1","Irrigated","Low N",2380,1.457,34.6766,"Maize"
"359",2013-01-28,"2","Rachis","1","Irrigated","Low N",0,NA,NA,"Maize"
"360",2013-01-28,"2","Stem","1","Irrigated","Low N",7348,0.566,41.58968,"Maize"
"361",2013-01-28,"20","Senesced","4","Irrigated","Low N",244,0.617,1.50548,"Maize"
"362",2013-01-28,"20","Grain","4","Irrigated","Low N",0,NA,NA,"Maize"
"363",2013-01-28,"20","Husk","4","Irrigated","Low N",0,NA,NA,"Maize"
"364",2013-01-28,"20","Leaf","4","Irrigated","Low N",2284,1.282,29.28088,"Maize"
"365",2013-01-28,"20","Rachis","4","Irrigated","Low N",0,NA,NA,"Maize"
"366",2013-01-28,"20","Stem","4","Irrigated","Low N",5972,0.528,31.53216,"Maize"
"367",2013-01-28,"21","Senesced","4","Dryland","Median N",384,0.496,1.90464,"Maize"
"368",2013-01-28,"21","Grain","4","Dryland","Median N",0,NA,NA,"Maize"
"369",2013-01-28,"21","Husk","4","Dryland","Median N",0,NA,NA,"Maize"
"370",2013-01-28,"21","Leaf","4","Dryland","Median N",1796,1.176,21.12096,"Maize"
"371",2013-01-28,"21","Rachis","4","Dryland","Median N",0,NA,NA,"Maize"
"372",2013-01-28,"21","Stem","4","Dryland","Median N",5164,0.689,35.57996,"Maize"
"373",2013-01-28,"22","Senesced","4","Irrigated","Median N",176,0.644,1.13344,"Maize"
"374",2013-01-28,"22","Grain","4","Irrigated","Median N",0,NA,NA,"Maize"
"375",2013-01-28,"22","Husk","4","Irrigated","Median N",0,NA,NA,"Maize"
"376",2013-01-28,"22","Leaf","4","Irrigated","Median N",3196,1.827,58.39092,"Maize"
"377",2013-01-28,"22","Rachis","4","Irrigated","Median N",0,NA,NA,"Maize"
"378",2013-01-28,"22","Stem","4","Irrigated","Median N",9328,0.621,57.92688,"Maize"
"379",2013-01-28,"23","Senesced","4","Dryland","Low N",436,0.446,1.94456,"Maize"
"380",2013-01-28,"23","Grain","4","Dryland","Low N",0,NA,NA,"Maize"
"381",2013-01-28,"23","Husk","4","Dryland","Low N",0,NA,NA,"Maize"
"382",2013-01-28,"23","Leaf","4","Dryland","Low N",1344,0.888,11.93472,"Maize"
"383",2013-01-28,"23","Rachis","4","Dryland","Low N",0,NA,NA,"Maize"
"384",2013-01-28,"23","Stem","4","Dryland","Low N",3388,0.53,17.9564,"Maize"
"385",2013-01-28,"24","Senesced","4","Irrigated","High N",0,NA,NA,"Maize"
"386",2013-01-28,"24","Grain","4","Irrigated","High N",0,NA,NA,"Maize"
"387",2013-01-28,"24","Husk","4","Irrigated","High N",0,NA,NA,"Maize"
"388",2013-01-28,"24","Leaf","4","Irrigated","High N",3800,2.367,89.946,"Maize"
"389",2013-01-28,"24","Rachis","4","Irrigated","High N",0,NA,NA,"Maize"
"390",2013-01-28,"24","Stem","4","Irrigated","High N",11808,0.749,88.44192,"Maize"
"391",2013-01-28,"3","Senesced","1","Dryland","High N",460,3.604,16.5784,"Maize"
"392",2013-01-28,"3","Grain","1","Dryland","High N",0,NA,NA,"Maize"
"393",2013-01-28,"3","Husk","1","Dryland","High N",0,NA,NA,"Maize"
"394",2013-01-28,"3","Leaf","1","Dryland","High N",1556,1.039,16.16684,"Maize"
"395",2013-01-28,"3","Rachis","1","Dryland","High N",0,NA,NA,"Maize"
"396",2013-01-28,"3","Stem","1","Dryland","High N",4040,0.516,20.8464,"Maize"
"397",2013-01-28,"4","Senesced","1","Dryland","Low N",528,2.377,12.55056,"Maize"
"398",2013-01-28,"4","Grain","1","Dryland","Low N",0,NA,NA,"Maize"
"399",2013-01-28,"4","Husk","1","Dryland","Low N",0,NA,NA,"Maize"
"400",2013-01-28,"4","Leaf","1","Dryland","Low N",1384,0.976,13.50784,"Maize"
"401",2013-01-28,"4","Rachis","1","Dryland","Low N",0,NA,NA,"Maize"
"402",2013-01-28,"4","Stem","1","Dryland","Low N",4080,0.634,25.8672,"Maize"
"403",2013-01-28,"5","Senesced","1","Irrigated","High N",200,0.534,1.068,"Maize"
"404",2013-01-28,"5","Grain","1","Irrigated","High N",0,NA,NA,"Maize"
"405",2013-01-28,"5","Husk","1","Irrigated","High N",0,NA,NA,"Maize"
"406",2013-01-28,"5","Leaf","1","Irrigated","High N",2048,1.539,31.51872,"Maize"
"407",2013-01-28,"5","Rachis","1","Irrigated","High N",0,NA,NA,"Maize"
"408",2013-01-28,"5","Stem","1","Irrigated","High N",6388,0.584,37.30592,"Maize"
"409",2013-01-28,"6","Senesced","1","Dryland","Median N",376,0.555,2.0868,"Maize"
"410",2013-01-28,"6","Grain","1","Dryland","Median N",0,NA,NA,"Maize"
"411",2013-01-28,"6","Husk","1","Dryland","Median N",0,NA,NA,"Maize"
"412",2013-01-28,"6","Leaf","1","Dryland","Median N",1640,1.15,18.86,"Maize"
"413",2013-01-28,"6","Rachis","1","Dryland","Median N",0,NA,NA,"Maize"
"414",2013-01-28,"6","Stem","1","Dryland","Median N",3964,0.72,28.5408,"Maize"
"415",2013-01-28,"7","Senesced","2","Irrigated","Low N",0,0.512,0,"Maize"
"416",2013-01-28,"7","Grain","2","Irrigated","Low N",0,NA,NA,"Maize"
"417",2013-01-28,"7","Husk","2","Irrigated","Low N",0,NA,NA,"Maize"
"418",2013-01-28,"7","Leaf","2","Irrigated","Low N",1696,1.358,23.03168,"Maize"
"419",2013-01-28,"7","Rachis","2","Irrigated","Low N",0,NA,NA,"Maize"
"420",2013-01-28,"7","Stem","2","Irrigated","Low N",4920,0.553,27.2076,"Maize"
"421",2013-01-28,"8","Senesced","2","Dryland","Median N",364,0.566,2.06024,"Maize"
"422",2013-01-28,"8","Grain","2","Dryland","Median N",0,NA,NA,"Maize"
"423",2013-01-28,"8","Husk","2","Dryland","Median N",0,NA,NA,"Maize"
"424",2013-01-28,"8","Leaf","2","Dryland","Median N",1472,1.128,16.60416,"Maize"
"425",2013-01-28,"8","Rachis","2","Dryland","Median N",0,NA,NA,"Maize"
"426",2013-01-28,"8","Stem","2","Dryland","Median N",3732,0.76,28.3632,"Maize"
"427",2013-01-28,"9","Senesced","2","Dryland","High N",548,0.598,3.27704,"Maize"
"428",2013-01-28,"9","Grain","2","Dryland","High N",0,NA,NA,"Maize"
"429",2013-01-28,"9","Husk","2","Dryland","High N",0,NA,NA,"Maize"
"430",2013-01-28,"9","Leaf","2","Dryland","High N",1668,1.157,19.29876,"Maize"
"431",2013-01-28,"9","Rachis","2","Dryland","High N",0,NA,NA,"Maize"
"432",2013-01-28,"9","Stem","2","Dryland","High N",4392,0.631,27.71352,"Maize"
"433",2013-02-20,"1","Senesced","1","Irrigated","Median N",112,0.608,0.68096,"Maize"
"434",2013-02-20,"1","Grain","1","Irrigated","Median N",3908,1.687,65.92796,"Maize"
"435",2013-02-20,"1","Husk","1","Irrigated","Median N",2816,0.565,15.9104,"Maize"
"436",2013-02-20,"1","Leaf","1","Irrigated","Median N",2960,1.947,57.6312,"Maize"
"437",2013-02-20,"1","Rachis","1","Irrigated","Median N",2692,0.821,22.10132,"Maize"
"438",2013-02-20,"1","Stem","1","Irrigated","Median N",8268,0.27,22.3236,"Maize"
"439",2013-02-20,"10","Senesced","2","Irrigated","Median N",368,0.634,2.33312,"Maize"
"440",2013-02-20,"10","Grain","2","Irrigated","Median N",3688,1.341,49.45608,"Maize"
"441",2013-02-20,"10","Husk","2","Irrigated","Median N",1860,0.593,11.0298,"Maize"
"442",2013-02-20,"10","Leaf","2","Irrigated","Median N",2488,1.683,41.87304,"Maize"
"443",2013-02-20,"10","Rachis","2","Irrigated","Median N",2220,0.869,19.2918,"Maize"
"444",2013-02-20,"10","Stem","2","Irrigated","Median N",7000,0.268,18.76,"Maize"
"445",2013-02-20,"11","Senesced","2","Dryland","Low N",652,0.452,2.94704,"Maize"
"446",2013-02-20,"11","Grain","2","Dryland","Low N",824,1.619,13.34056,"Maize"
"447",2013-02-20,"11","Husk","2","Dryland","Low N",564,0.553,3.11892,"Maize"
"448",2013-02-20,"11","Leaf","2","Dryland","Low N",832,0.989,8.22848,"Maize"
"449",2013-02-20,"11","Rachis","2","Dryland","Low N",720,0.732,5.2704,"Maize"
"450",2013-02-20,"11","Stem","2","Dryland","Low N",2108,0.287,6.04996,"Maize"
"451",2013-02-20,"12","Senesced","2","Irrigated","High N",0,NA,NA,"Maize"
"452",2013-02-20,"12","Grain","2","Irrigated","High N",4512,2.047,92.36064,"Maize"
"453",2013-02-20,"12","Husk","2","Irrigated","High N",4072,0.715,29.1148,"Maize"
"454",2013-02-20,"12","Leaf","2","Irrigated","High N",3920,2.21,86.632,"Maize"
"455",2013-02-20,"12","Rachis","2","Irrigated","High N",3600,0.773,27.828,"Maize"
"456",2013-02-20,"12","Stem","2","Irrigated","High N",11712,0.473,55.39776,"Maize"
"457",2013-02-20,"13","Senesced","3","Dryland","Low N",592,0.413,2.44496,"Maize"
"458",2013-02-20,"13","Grain","3","Dryland","Low N",1292,1.373,17.73916,"Maize"
"459",2013-02-20,"13","Husk","3","Dryland","Low N",660,0.53,3.498,"Maize"
"460",2013-02-20,"13","Leaf","3","Dryland","Low N",996,1.042,10.37832,"Maize"
"461",2013-02-20,"13","Rachis","3","Dryland","Low N",892,0.656,5.85152,"Maize"
"462",2013-02-20,"13","Stem","3","Dryland","Low N",2700,0.212,5.724,"Maize"
"463",2013-02-20,"14","Senesced","3","Irrigated","Median N",320,0.543,1.7376,"Maize"
"464",2013-02-20,"14","Grain","3","Irrigated","Median N",3764,1.51,56.8364,"Maize"
"465",2013-02-20,"14","Husk","3","Irrigated","Median N",2108,0.823,17.34884,"Maize"
"466",2013-02-20,"14","Leaf","3","Irrigated","Median N",2424,1.789,43.36536,"Maize"
"467",2013-02-20,"14","Rachis","3","Irrigated","Median N",2376,0.641,15.23016,"Maize"
"468",2013-02-20,"14","Stem","3","Irrigated","Median N",6984,0.266,18.57744,"Maize"
"469",2013-02-20,"15","Senesced","3","Irrigated","High N",0,NA,NA,"Maize"
"470",2013-02-20,"15","Grain","3","Irrigated","High N",4264,1.985,84.6404,"Maize"
"471",2013-02-20,"15","Husk","3","Irrigated","High N",4104,0.743,30.49272,"Maize"
"472",2013-02-20,"15","Leaf","3","Irrigated","High N",3644,2.389,87.05516,"Maize"
"473",2013-02-20,"15","Rachis","3","Irrigated","High N",3020,0.864,26.0928,"Maize"
"474",2013-02-20,"15","Stem","3","Irrigated","High N",10752,0.558,59.99616,"Maize"
"475",2013-02-20,"16","Senesced","3","Irrigated","Low N",388,0.588,2.28144,"Maize"
"476",2013-02-20,"16","Grain","3","Irrigated","Low N",3056,1.331,40.67536,"Maize"
"477",2013-02-20,"16","Husk","3","Irrigated","Low N",1508,0.612,9.22896,"Maize"
"478",2013-02-20,"16","Leaf","3","Irrigated","Low N",1996,1.543,30.79828,"Maize"
"479",2013-02-20,"16","Rachis","3","Irrigated","Low N",1756,0.667,11.71252,"Maize"
"480",2013-02-20,"16","Stem","3","Irrigated","Low N",5112,0.232,11.85984,"Maize"
"481",2013-02-20,"17","Senesced","3","Dryland","High N",660,0.477,3.1482,"Maize"
"482",2013-02-20,"17","Grain","3","Dryland","High N",2804,1.424,39.92896,"Maize"
"483",2013-02-20,"17","Husk","3","Dryland","High N",1212,0.566,6.85992,"Maize"
"484",2013-02-20,"17","Leaf","3","Dryland","High N",1636,1.346,22.02056,"Maize"
"485",2013-02-20,"17","Rachis","3","Dryland","High N",1760,0.702,12.3552,"Maize"
"486",2013-02-20,"17","Stem","3","Dryland","High N",3716,0.365,13.5634,"Maize"
"487",2013-02-20,"18","Senesced","3","Dryland","Median N",632,0.458,2.89456,"Maize"
"488",2013-02-20,"18","Grain","3","Dryland","Median N",2180,1.318,28.7324,"Maize"
"489",2013-02-20,"18","Husk","3","Dryland","Median N",916,0.564,5.16624,"Maize"
"490",2013-02-20,"18","Leaf","3","Dryland","Median N",1368,1.069,14.62392,"Maize"
"491",2013-02-20,"18","Rachis","3","Dryland","Median N",1432,0.588,8.42016,"Maize"
"492",2013-02-20,"18","Stem","3","Dryland","Median N",3416,0.284,9.70144,"Maize"
"493",2013-02-20,"19","Senesced","4","Dryland","High N",688,0.491,3.37808,"Maize"
"494",2013-02-20,"19","Grain","4","Dryland","High N",3036,1.506,45.72216,"Maize"
"495",2013-02-20,"19","Husk","4","Dryland","High N",996,0.616,6.13536,"Maize"
"496",2013-02-20,"19","Leaf","4","Dryland","High N",1604,1.304,20.91616,"Maize"
"497",2013-02-20,"19","Rachis","4","Dryland","High N",1564,0.5,7.82,"Maize"
"498",2013-02-20,"19","Stem","4","Dryland","High N",3880,0.441,17.1108,"Maize"
"499",2013-02-20,"2","Senesced","1","Irrigated","Low N",304,0.817,2.48368,"Maize"
"500",2013-02-20,"2","Grain","1","Irrigated","Low N",2716,1.689,45.87324,"Maize"
"501",2013-02-20,"2","Husk","1","Irrigated","Low N",1584,0.636,10.07424,"Maize"
"502",2013-02-20,"2","Leaf","1","Irrigated","Low N",2332,1.598,37.26536,"Maize"
"503",2013-02-20,"2","Rachis","1","Irrigated","Low N",1984,0.579,11.48736,"Maize"
"504",2013-02-20,"2","Stem","1","Irrigated","Low N",6236,0.278,17.33608,"Maize"
"505",2013-02-20,"20","Senesced","4","Irrigated","Low N",220,0.533,1.1726,"Maize"
"506",2013-02-20,"20","Grain","4","Irrigated","Low N",2668,1.544,41.19392,"Maize"
"507",2013-02-20,"20","Husk","4","Irrigated","Low N",1616,0.551,8.90416,"Maize"
"508",2013-02-20,"20","Leaf","4","Irrigated","Low N",2148,1.606,34.49688,"Maize"
"509",2013-02-20,"20","Rachis","4","Irrigated","Low N",1836,0.83,15.2388,"Maize"
"510",2013-02-20,"20","Stem","4","Irrigated","Low N",5548,0.294,16.31112,"Maize"
"511",2013-02-20,"21","Senesced","4","Dryland","Median N",652,0.473,3.08396,"Maize"
"512",2013-02-20,"21","Grain","4","Dryland","Median N",2184,1.354,29.57136,"Maize"
"513",2013-02-20,"21","Husk","4","Dryland","Median N",1104,0.481,5.31024,"Maize"
"514",2013-02-20,"21","Leaf","4","Dryland","Median N",1744,1.012,17.64928,"Maize"
"515",2013-02-20,"21","Rachis","4","Dryland","Median N",1484,0.57,8.4588,"Maize"
"516",2013-02-20,"21","Stem","4","Dryland","Median N",4076,0.34,13.8584,"Maize"
"517",2013-02-20,"22","Senesced","4","Irrigated","Median N",276,0.541,1.49316,"Maize"
"518",2013-02-20,"22","Grain","4","Irrigated","Median N",2592,1.751,45.38592,"Maize"
"519",2013-02-20,"22","Husk","4","Irrigated","Median N",2084,0.536,11.17024,"Maize"
"520",2013-02-20,"22","Leaf","4","Irrigated","Median N",2872,1.635,46.9572,"Maize"
"521",2013-02-20,"22","Rachis","4","Irrigated","Median N",2292,0.784,17.96928,"Maize"
"522",2013-02-20,"22","Stem","4","Irrigated","Median N",8968,0.245,21.9716,"Maize"
"523",2013-02-20,"23","Senesced","4","Dryland","Low N",720,0.416,2.9952,"Maize"
"524",2013-02-20,"23","Grain","4","Dryland","Low N",1156,1.393,16.10308,"Maize"
"525",2013-02-20,"23","Husk","4","Dryland","Low N",672,0.538,3.61536,"Maize"
"526",2013-02-20,"23","Leaf","4","Dryland","Low N",1008,0.903,9.10224,"Maize"
"527",2013-02-20,"23","Rachis","4","Dryland","Low N",904,0.588,5.31552,"Maize"
"528",2013-02-20,"23","Stem","4","Dryland","Low N",2804,0.223,6.25292,"Maize"
"529",2013-02-20,"24","Senesced","4","Irrigated","High N",16,1.181,0.18896,"Maize"
"530",2013-02-20,"24","Grain","4","Irrigated","High N",3644,1.867,68.03348,"Maize"
"531",2013-02-20,"24","Husk","4","Irrigated","High N",2248,0.742,16.68016,"Maize"
"532",2013-02-20,"24","Leaf","4","Irrigated","High N",3008,2.527,76.01216,"Maize"
"533",2013-02-20,"24","Rachis","4","Irrigated","High N",2468,0.885,21.8418,"Maize"
"534",2013-02-20,"24","Stem","4","Irrigated","High N",8412,0.516,43.40592,"Maize"
"535",2013-02-20,"3","Senesced","1","Dryland","High N",764,0.522,3.98808,"Maize"
"536",2013-02-20,"3","Grain","1","Dryland","High N",2100,1.338,28.098,"Maize"
"537",2013-02-20,"3","Husk","1","Dryland","High N",888,0.585,5.1948,"Maize"
"538",2013-02-20,"3","Leaf","1","Dryland","High N",1300,1.053,13.689,"Maize"
"539",2013-02-20,"3","Rachis","1","Dryland","High N",1268,0.599,7.59532,"Maize"
"540",2013-02-20,"3","Stem","1","Dryland","High N",3136,0.344,10.78784,"Maize"
"541",2013-02-20,"4","Senesced","1","Dryland","Low N",872,0.416,3.62752,"Maize"
"542",2013-02-20,"4","Grain","1","Dryland","Low N",1288,1.426,18.36688,"Maize"
"543",2013-02-20,"4","Husk","1","Dryland","Low N",720,0.521,3.7512,"Maize"
"544",2013-02-20,"4","Leaf","1","Dryland","Low N",900,1.001,9.009,"Maize"
"545",2013-02-20,"4","Rachis","1","Dryland","Low N",920,0.65,5.98,"Maize"
"546",2013-02-20,"4","Stem","1","Dryland","Low N",2608,0.266,6.93728,"Maize"
"547",2013-02-20,"5","Senesced","1","Irrigated","High N",308,0.769,2.36852,"Maize"
"548",2013-02-20,"5","Grain","1","Irrigated","High N",3076,1.711,52.63036,"Maize"
"549",2013-02-20,"5","Husk","1","Irrigated","High N",1236,0.621,7.67556,"Maize"
"550",2013-02-20,"5","Leaf","1","Irrigated","High N",1984,1.963,38.94592,"Maize"
"551",2013-02-20,"5","Rachis","1","Irrigated","High N",1984,0.482,9.56288,"Maize"
"552",2013-02-20,"5","Stem","1","Irrigated","High N",5268,0.419,22.07292,"Maize"
"553",2013-02-20,"6","Senesced","1","Dryland","Median N",680,0.49,3.332,"Maize"
"554",2013-02-20,"6","Grain","1","Dryland","Median N",1680,1.801,30.2568,"Maize"
"555",2013-02-20,"6","Husk","1","Dryland","Median N",580,0.655,3.799,"Maize"
"556",2013-02-20,"6","Leaf","1","Dryland","Median N",1068,0.88,9.3984,"Maize"
"557",2013-02-20,"6","Rachis","1","Dryland","Median N",1068,0.715,7.6362,"Maize"
"558",2013-02-20,"6","Stem","1","Dryland","Median N",2680,0.337,9.0316,"Maize"
"559",2013-02-20,"7","Senesced","2","Irrigated","Low N",304,0.463,1.40752,"Maize"
"560",2013-02-20,"7","Grain","2","Irrigated","Low N",3152,1.363,42.96176,"Maize"
"561",2013-02-20,"7","Husk","2","Irrigated","Low N",1484,0.516,7.65744,"Maize"
"562",2013-02-20,"7","Leaf","2","Irrigated","Low N",2132,1.465,31.2338,"Maize"
"563",2013-02-20,"7","Rachis","2","Irrigated","Low N",1748,0.676,11.81648,"Maize"
"564",2013-02-20,"7","Stem","2","Irrigated","Low N",5016,0.249,12.48984,"Maize"
"565",2013-02-20,"8","Senesced","2","Dryland","Median N",544,0.429,2.33376,"Maize"
"566",2013-02-20,"8","Grain","2","Dryland","Median N",1672,1.49,24.9128,"Maize"
"567",2013-02-20,"8","Husk","2","Dryland","Median N",760,0.62,4.712,"Maize"
"568",2013-02-20,"8","Leaf","2","Dryland","Median N",1224,1.114,13.63536,"Maize"
"569",2013-02-20,"8","Rachis","2","Dryland","Median N",1064,0.728,7.74592,"Maize"
"570",2013-02-20,"8","Stem","2","Dryland","Median N",2524,0.366,9.23784,"Maize"
"571",2013-02-20,"9","Senesced","2","Dryland","High N",452,0.56,2.5312,"Maize"
"572",2013-02-20,"9","Grain","2","Dryland","High N",580,2.023,11.7334,"Maize"
"573",2013-02-20,"9","Husk","2","Dryland","High N",860,0.819,7.0434,"Maize"
"574",2013-02-20,"9","Leaf","2","Dryland","High N",1208,1.131,13.66248,"Maize"
"575",2013-02-20,"9","Rachis","2","Dryland","High N",612,0.997,6.10164,"Maize"
"576",2013-02-20,"9","Stem","2","Dryland","High N",2592,0.541,14.02272,"Maize"
"577",2013-03-13,"1","Senesced","1","Irrigated","Median N",120,0.644,0.7728,"Maize"
"578",2013-03-13,"1","Grain","1","Irrigated","Median N",11572,1.156,133.77232,"Maize"
"579",2013-03-13,"1","Husk","1","Irrigated","Median N",1824,0.526,9.59424,"Maize"
"580",2013-03-13,"1","Leaf","1","Irrigated","Median N",3008,1.991,59.88928,"Maize"
"581",2013-03-13,"1","Rachis","1","Irrigated","Median N",2760,0.421,11.6196,"Maize"
"582",2013-03-13,"1","Stem","1","Irrigated","Median N",7284,0.267,19.44828,"Maize"
"583",2013-03-13,"10","Senesced","2","Irrigated","Median N",392,0.535,2.0972,"Maize"
"584",2013-03-13,"10","Grain","2","Irrigated","Median N",10304,1.02,105.1008,"Maize"
"585",2013-03-13,"10","Husk","2","Irrigated","Median N",1648,0.461,7.59728,"Maize"
"586",2013-03-13,"10","Leaf","2","Irrigated","Median N",2632,1.29,33.9528,"Maize"
"587",2013-03-13,"10","Rachis","2","Irrigated","Median N",2537.2,0.467,11.848724,"Maize"
"588",2013-03-13,"10","Stem","2","Irrigated","Median N",5748,0.227,13.04796,"Maize"
"589",2013-03-13,"11","Senesced","2","Dryland","Low N",664,0.381,2.52984,"Maize"
"590",2013-03-13,"11","Grain","2","Dryland","Low N",2592,0.87,22.5504,"Maize"
"591",2013-03-13,"11","Husk","2","Dryland","Low N",392,0.731,2.86552,"Maize"
"592",2013-03-13,"11","Leaf","2","Dryland","Low N",652,0.884,5.76368,"Maize"
"593",2013-03-13,"11","Rachis","2","Dryland","Low N",648,0.359,2.32632,"Maize"
"594",2013-03-13,"11","Stem","2","Dryland","Low N",1332,0.308,4.10256,"Maize"
"595",2013-03-13,"12","Senesced","2","Irrigated","High N",0,NA,NA,"Maize"
"596",2013-03-13,"12","Grain","2","Irrigated","High N",14076,1.238,174.26088,"Maize"
"597",2013-03-13,"12","Husk","2","Irrigated","High N",2196,0.71,15.5916,"Maize"
"598",2013-03-13,"12","Leaf","2","Irrigated","High N",3444,2.235,76.9734,"Maize"
"599",2013-03-13,"12","Rachis","2","Irrigated","High N",3284,0.425,13.957,"Maize"
"600",2013-03-13,"12","Stem","2","Irrigated","High N",7940,0.411,32.6334,"Maize"
"601",2013-03-13,"13","Senesced","3","Dryland","Low N",852,0.511,4.35372,"Maize"
"602",2013-03-13,"13","Grain","3","Dryland","Low N",3624,0.79,28.6296,"Maize"
"603",2013-03-13,"13","Husk","3","Dryland","Low N",464,0.582,2.70048,"Maize"
"604",2013-03-13,"13","Leaf","3","Dryland","Low N",728,0.851,6.19528,"Maize"
"605",2013-03-13,"13","Rachis","3","Dryland","Low N",948,0.409,3.87732,"Maize"
"606",2013-03-13,"13","Stem","3","Dryland","Low N",1968,0.259,5.09712,"Maize"
"607",2013-03-13,"14","Senesced","3","Irrigated","Median N",216,0.524,1.13184,"Maize"
"608",2013-03-13,"14","Grain","3","Irrigated","Median N",10116,1.078,109.05048,"Maize"
"609",2013-03-13,"14","Husk","3","Irrigated","Median N",1500,0.55,8.25,"Maize"
"610",2013-03-13,"14","Leaf","3","Irrigated","Median N",2600,1.513,39.338,"Maize"
"611",2013-03-13,"14","Rachis","3","Irrigated","Median N",2412,0.385,9.2862,"Maize"
"612",2013-03-13,"14","Stem","3","Irrigated","Median N",5652,0.289,16.33428,"Maize"
"613",2013-03-13,"15","Senesced","3","Irrigated","High N",0,NA,NA,"Maize"
"614",2013-03-13,"15","Grain","3","Irrigated","High N",11176,1.3,145.288,"Maize"
"615",2013-03-13,"15","Husk","3","Irrigated","High N",1840,0.656,12.0704,"Maize"
"616",2013-03-13,"15","Leaf","3","Irrigated","High N",3192,1.929,61.57368,"Maize"
"617",2013-03-13,"15","Rachis","3","Irrigated","High N",2480,0.454,11.2592,"Maize"
"618",2013-03-13,"15","Stem","3","Irrigated","High N",7232,0.368,26.61376,"Maize"
"619",2013-03-13,"16","Senesced","3","Irrigated","Low N",304,0.535,1.6264,"Maize"
"620",2013-03-13,"16","Grain","3","Irrigated","Low N",8372,0.88,73.6736,"Maize"
"621",2013-03-13,"16","Husk","3","Irrigated","Low N",868,0.899,7.80332,"Maize"
"622",2013-03-13,"16","Leaf","3","Irrigated","Low N",2020,1.404,28.3608,"Maize"
"623",2013-03-13,"16","Rachis","3","Irrigated","Low N",1804,0.365,6.5846,"Maize"
"624",2013-03-13,"16","Stem","3","Irrigated","Low N",3932,0.284,11.16688,"Maize"
"625",2013-03-13,"17","Senesced","3","Dryland","High N",752,0.478,3.59456,"Maize"
